DATE,WILLLRGCAPGR
2023-05-12,145841.24
2023-05-15,146456.02
2023-05-16,146214.45
2023-05-17,148245.83
2023-05-18,150495.35
2023-05-19,150099.39
2023-05-22,150576.05
2023-05-23,148478.82
2023-05-24,147759.08
2023-05-25,150437.30
2023-05-26,153375.40
2023-05-29,.
2023-05-30,153836.94
2023-05-31,152873.49
2023-06-01,154832.69
2023-06-02,156643.68
2023-06-05,156544.73
2023-06-06,156913.24
2023-06-07,154707.00
2023-06-08,156154.79
2023-06-09,156564.98
2023-06-12,158804.14
2023-06-13,159848.11
2023-06-14,160226.54
2023-06-15,162410.97
2023-06-16,161329.38
2023-06-19,.
2023-06-20,161226.88
2023-06-21,159751.61
2023-06-22,161169.00
2023-06-23,159976.12
2023-06-26,158261.03
2023-06-27,160606.03
2023-06-28,160943.47
2023-06-29,161254.43
2023-06-30,163590.83
2023-07-03,163654.26
2023-07-04,.
2023-07-05,163552.90
2023-07-06,162357.27
2023-07-07,161950.18
2023-07-10,162058.18
2023-07-11,163068.52
2023-07-12,164773.69
2023-07-13,166941.49
2023-07-14,167166.89
2023-07-17,168554.87
2023-07-18,169997.63
2023-07-19,169987.08
2023-07-20,166900.02
2023-07-21,166520.57
2023-07-24,167112.81
2023-07-25,168159.54
2023-07-26,167845.04
2023-07-27,166686.03
2023-07-28,169178.43
2023-07-31,169569.27
2023-08-01,169191.99
2023-08-02,165815.77
2023-08-03,165538.13
2023-08-04,164557.69
2023-08-07,165892.52
2023-08-08,164645.37
2023-08-09,162806.10
2023-08-10,163002.37
2023-08-11,162328.01
2023-08-14,164082.95
2023-08-15,162304.14
2023-08-16,160895.55
2023-08-17,159140.92
2023-08-18,158889.95
2023-08-21,161092.00
2023-08-22,160951.36
2023-08-23,163394.73
2023-08-24,160442.59
2023-08-25,161572.41
2023-08-28,162670.47
2023-08-29,165914.81
2023-08-30,167050.35
2023-08-31,167226.59
2023-09-01,167470.42
2023-09-04,.
2023-09-05,167460.47
2023-09-06,165848.49
2023-09-07,164984.41
2023-09-08,165035.04
2023-09-11,166632.19
2023-09-12,164892.82
2023-09-13,165314.94
2023-09-14,166483.83
2023-09-15,163925.63
2023-09-18,164091.44
2023-09-19,163852.28
2023-09-20,161536.29
2023-09-21,158476.68
2023-09-22,158385.45
2023-09-25,159283.60
2023-09-26,156694.08
2023-09-27,156976.85
2023-09-28,158188.97
2023-09-29,158053.29
2023-10-02,159373.50
2023-10-03,156354.41
2023-10-04,158470.73
2023-10-05,158645.98
2023-10-06,161370.22
2023-10-09,162143.70
2023-10-10,162912.50
2023-10-11,164226.35
2023-10-12,163436.73
2023-10-13,161753.16
2023-10-16,163644.64
2023-10-17,163166.42
2023-10-18,160519.97
2023-10-19,159126.39
2023-10-20,156658.16
2023-10-23,157089.13
2023-10-24,158348.94
2023-10-25,154972.26
2023-10-26,152021.82
2023-10-27,152468.50
2023-10-30,154435.11
2023-10-31,155261.00
2023-11-01,157644.26
2023-11-02,160557.69
2023-11-03,162150.52
2023-11-06,162931.33
2023-11-07,164479.14
2023-11-08,165113.10
2023-11-09,163750.36
2023-11-10,167009.74
2023-11-13,166843.65
2023-11-14,170190.66
2023-11-15,170116.70
2023-11-16,170622.75
